DC ID,Latitude,Longitude,Assemb,Fixed,q0,c0,q1_old,c1,q2_old,c2
DC0659,37.421,-85.396,3.64,137200,150000,0.69,100000,0.62,100000,0.62
DC0660,39.149,-84.444,5.90,124400,150000,0.62,100000,0.56,100000,0.56
DC0661,37.673,-84.794,0.29,157300,150000,0.79,100000,0.71,100000,0.71
DC0662,37.703,-85.865,4.34,135800,150000,0.68,100000,0.61,100000,0.61
DC0663,38.98,-84.658,3.80,125500,150000,0.63,100000,0.56,100000,0.56
DC0664,38.248,-84.899,4.92,155500,150000,0.78,100000,0.7,100000,0.7
DC0665,36.711,-86.56,1.33,131800,150000,0.66,100000,0.59,100000,0.59
DC0666,38.246,-84.553,2.17,158600,150000,0.79,100000,0.71,100000,0.71
DC0667,36.929,-85.971,3.22,122200,150000,0.61,100000,0.55,100000,0.55
DC0668,38.338,-82.972,0.89,136500,150000,0.68,100000,0.61,100000,0.61
DC0669,39.087,-84.721,0.07,129800,150000,0.65,100000,0.58,100000,0.58
DC0670,37.804,-87.52,3.75,120500,150000,0.6,100000,0.54,100000,0.54
DC0671,39.011,-84.428,2.49,128400,150000,0.64,100000,0.58,100000,0.58
DC0672,36.866,-87.489,5.62,122400,150000,0.61,100000,0.55,100000,0.55
DC0673,37.992,-84.375,3.53,157200,150000,0.79,100000,0.71,100000,0.71
DC0674,37.132,-84.165,1.36,153000,150000,0.77,100000,0.69,100000,0.69
DC0675,38.167,-85.499,0.99,132000,150000,0.66,100000,0.59,100000,0.59
DC0676,37.335,-87.48,5.52,118200,150000,0.59,100000,0.53,100000,0.53
DC0677,36.732,-88.672,7.76,117700,150000,0.59,100000,0.53,100000,0.53
DC0678,38.593,-83.784,2.55,158800,150000,0.79,100000,0.71,100000,0.71
DC0679,38.256,-83.379,5.15,132300,150000,0.66,100000,0.6,100000,0.6
DC0680,38.056,-83.953,4.94,158900,150000,0.79,100000,0.72,100000,0.72
DC0681,36.619,-88.305,7.45,117400,150000,0.59,100000,0.53,100000,0.53
DC0682,37.896,-84.564,4.03,152700,150000,0.76,100000,0.69,100000,0.69
DC0683,37.733,-87.182,7.26,121100,150000,0.61,100000,0.54,100000,0.54
DC0684,37.054,-88.692,4.15,116000,150000,0.58,100000,0.52,100000,0.52
DC0685,37.529,-82.519,2.09,132900,150000,0.66,100000,0.6,100000,0.6
DC0686,37.799,-84.312,7.00,163300,150000,0.82,100000,0.73,100000,0.73
DC0687,36.765,-86.216,6.57,123100,150000,0.62,100000,0.55,100000,0.55
DC0688,38.262,-85.231,2.29,127000,150000,0.64,100000,0.57,100000,0.57
DC0689,37.964,-85.705,4.21,131300,150000,0.66,100000,0.59,100000,0.59
DC0690,37.037,-84.396,7.10,157800,150000,0.79,100000,0.71,100000,0.71
DC0691,37.96,-84.144,7.88,153900,150000,0.77,100000,0.69,100000,0.69
DC0692,29.816,-92.263,3.41,168900,150000,0.84,100000,0.76,100000,0.76
DC0693,31.268,-92.465,5.44,169800,150000,0.85,100000,0.76,100000,0.76
DC0694,32.84,-91.871,0.78,128700,150000,0.64,100000,0.58,100000,0.58
DC0695,30.391,-91.063,5.61,154600,150000,0.77,100000,0.7,100000,0.7
DC0696,30.448,-91.121,2.49,149900,150000,0.75,100000,0.67,100000,0.67
DC0697,32.585,-93.693,5.63,127800,150000,0.64,100000,0.58,100000,0.58
DC0698,30.122,-91.93,4.43,167500,150000,0.84,100000,0.75,100000,0.75
DC0699,30.394,-92.204,1.40,171400,150000,0.86,100000,0.77,100000,0.77
DC0700,30.459,-90.131,3.95,146100,150000,0.73,100000,0.66,100000,0.66
DC0701,30.207,-92.362,4.78,157200,150000,0.79,100000,0.71,100000,0.71
DC0702,30.225,-90.925,3.20,161000,150000,0.81,100000,0.72,100000,0.72
DC0703,30.516,-90.479,0.12,157900,150000,0.79,100000,0.71,100000,0.71
DC0704,29.87,-90.065,7.68,143200,150000,0.72,100000,0.64,100000,0.64
DC0705,29.578,-90.81,0.97,153100,150000,0.77,100000,0.69,100000,0.69
DC0706,30.155,-92.037,1.59,164800,150000,0.82,100000,0.74,100000,0.74
DC0707,30.229,-93.213,7.17,145800,150000,0.73,100000,0.66,100000,0.66
DC0708,31.181,-93.058,4.86,168300,150000,0.84,100000,0.76,100000,0.76
DC0709,29.812,-90.131,5.89,149300,150000,0.75,100000,0.67,100000,0.67
DC0710,30.014,-90.164,0.71,150700,150000,0.75,100000,0.68,100000,0.68
DC0711,32.408,-92.047,7.37,126900,150000,0.63,100000,0.57,100000,0.57
DC0712,29.984,-91.851,6.69,156700,150000,0.78,100000,0.71,100000,0.71
DC0713,29.95,-90.08,3.86,146800,150000,0.73,100000,0.66,100000,0.66
DC0714,30.101,-89.991,5.68,150100,150000,0.75,100000,0.68,100000,0.68
DC0715,30.534,-92.125,2.32,159000,150000,0.8,100000,0.72,100000,0.72
DC0716,30.459,-89.757,5.29,147900,150000,0.74,100000,0.67,100000,0.67
DC0717,31.31,-92.362,2.85,158000,150000,0.79,100000,0.71,100000,0.71
DC0718,32.464,-92.659,5.40,125400,150000,0.63,100000,0.56,100000,0.56
DC0719,30.269,-92.116,6.71,163800,150000,0.82,100000,0.74,100000,0.74
DC0720,32.585,-93.693,0.17,123300,150000,0.62,100000,0.55,100000,0.55
DC0721,30.24,-89.822,5.64,153700,150000,0.77,100000,0.69,100000,0.69
DC0722,30.277,-93.399,5.96,138200,150000,0.69,100000,0.62,100000,0.62
DC0723,29.81,-90.772,5.74,160200,150000,0.8,100000,0.72,100000,0.72
DC0724,30.548,-90.81,6.25,157900,150000,0.79,100000,0.71,100000,0.71
DC0725,41.789,-71.062,0.88,225600,150000,1.13,100000,1.02,100000,1.02
DC0726,42.188,-71.845,3.44,232300,150000,1.16,100000,1.05,100000,1.05
DC0727,42.087,-71.466,5.20,233700,150000,1.17,100000,1.05,100000,1.05
DC0728,42.177,-71.204,6.13,225100,150000,1.13,100000,1.01,100000,1.01
DC0729,42.073,-71.038,5.16,232600,150000,1.16,100000,1.05,100000,1.05
DC0730,42.184,-71.133,4.47,221800,150000,1.11,100000,1,100000,1
DC0731,42.152,-72.609,4.57,223800,150000,1.12,100000,1.01,100000,1.01
DC0732,42.25,-71.181,5.52,229700,150000,1.15,100000,1.03,100000,1.03
DC0733,42.087,-71.406,4.51,225200,150000,1.13,100000,1.01,100000,1.01
DC0734,42.389,-71.561,2.63,218100,150000,1.09,100000,0.98,100000,0.98
DC0735,42.688,-71.163,5.83,216700,150000,1.08,100000,0.98,100000,0.98
DC0736,42.523,-71.739,0.27,234100,150000,1.17,100000,1.05,100000,1.05
DC0737,42.633,-71.341,7.47,236900,150000,1.18,100000,1.07,100000,1.07
DC0738,42.142,-71.519,7.91,226300,150000,1.13,100000,1.02,100000,1.02
DC0739,42.579,-71.305,4.69,236500,150000,1.18,100000,1.06,100000,1.06
DC0740,41.647,-71.014,5.20,230200,150000,1.15,100000,1.04,100000,1.04
DC0741,42.07,-70.8,7.42,222100,150000,1.11,100000,1,100000,1
DC0742,42.464,-73.3,1.80,231500,150000,1.16,100000,1.04,100000,1.04
DC0743,42.01,-71.347,0.91,220800,150000,1.1,100000,0.99,100000,0.99
DC0744,41.692,-70.61,3.39,237700,150000,1.19,100000,1.07,100000,1.07
DC0745,42.422,-70.996,7.41,231900,150000,1.16,100000,1.04,100000,1.04
DC0746,42.468,-71.014,1.27,220900,150000,1.1,100000,0.99,100000,0.99
DC0747,42.004,-71.085,0.58,232200,150000,1.16,100000,1.04,100000,1.04
DC0748,42.224,-72.733,6.56,235400,150000,1.18,100000,1.06,100000,1.06
DC0749,42.117,-72.548,5.91,231200,150000,1.16,100000,1.04,100000,1.04
DC0750,41.924,-71.121,0.91,236900,150000,1.18,100000,1.07,100000,1.07
DC0751,42.618,-71.228,4.17,227900,150000,1.14,100000,1.03,100000,1.03
DC0752,42.05,-71.644,2.03,235600,150000,1.18,100000,1.06,100000,1.06
DC0753,42.26,-72.24,4.19,218000,150000,1.09,100000,0.98,100000,0.98
DC0754,41.766,-70.705,3.90,226100,150000,1.13,100000,1.02,100000,1.02
DC0755,42.03,-71.014,7.12,219600,150000,1.1,100000,0.99,100000,0.99
DC0756,42.125,-72.651,1.43,218700,150000,1.09,100000,0.98,100000,0.98
DC0757,42.264,-71.608,6.20,230300,150000,1.15,100000,1.04,100000,1.04
DC0758,42.132,-72.757,7.12,227900,150000,1.14,100000,1.03,100000,1.03
DC0759,42.117,-71.673,7.32,217400,150000,1.09,100000,0.98,100000,0.98
DC0760,42.489,-71.133,3.26,238600,150000,1.19,100000,1.07,100000,1.07
DC0761,42.28,-71.792,7.41,236600,150000,1.18,100000,1.06,100000,1.06
DC0762,39.512,-76.19,2.57,157000,150000,0.79,100000,0.71,100000,0.71
DC0763,39.463,-76.283,4.13,154800,150000,0.77,100000,0.7,100000,0.7
DC0764,38.979,-76.492,4.32,148200,150000,0.74,100000,0.67,100000,0.67
DC0765,39.29,-76.61,7.77,152600,150000,0.76,100000,0.69,100000,0.69
DC0766,39.046,-76.907,4.88,153400,150000,0.77,100000,0.69,100000,0.69
DC0767,38.922,-76.722,0.17,159800,150000,0.8,100000,0.72,100000,0.72
DC0768,38.282,-76.537,6.43,151400,150000,0.76,100000,0.68,100000,0.68
DC0769,38.758,-76.907,2.19,148800,150000,0.74,100000,0.67,100000,0.67
DC0770,39.657,-76.213,6.30,139900,150000,0.7,100000,0.63,100000,0.63
DC0771,38.774,-76.076,3.61,159700,150000,0.8,100000,0.72,100000,0.72
DC0772,39.211,-76.745,1.37,158500,150000,0.79,100000,0.71,100000,0.71
DC0773,39.626,-75.877,4.94,130500,150000,0.65,100000,0.59,100000,0.59
DC0774,38.748,-76.999,0.62,150800,150000,0.75,100000,0.68,100000,0.68
DC0775,39.424,-77.367,2.09,146100,150000,0.73,100000,0.66,100000,0.66
DC0776,39.105,-77.252,2.58,154100,150000,0.77,100000,0.69,100000,0.69
DC0777,39.151,-76.624,5.06,149200,150000,0.75,100000,0.67,100000,0.67
DC0778,39.627,-77.734,3.40,142100,150000,0.71,100000,0.64,100000,0.64
DC0779,38.536,-76.768,0.46,152200,150000,0.76,100000,0.68,100000,0.68
DC0780,38.95,-76.944,4.47,155100,150000,0.78,100000,0.7,100000,0.7
DC0781,39.155,-76.791,3.04,151800,150000,0.76,100000,0.68,100000,0.68
DC0782,38.53,-76.987,0.08,146100,150000,0.73,100000,0.66,100000,0.66
DC0783,38.914,-76.878,0.08,159800,150000,0.8,100000,0.72,100000,0.72
DC0784,38.963,-76.855,3.16,155500,150000,0.78,100000,0.7,100000,0.7
DC0785,39.104,-76.884,2.39,159000,150000,0.8,100000,0.72,100000,0.72
DC0786,39.657,-78.725,1.01,139700,150000,0.7,100000,0.63,100000,0.63
DC0787,39.356,-77.258,2.32,155100,150000,0.78,100000,0.7,100000,0.7
DC0788,38.948,-76.881,4.61,152800,150000,0.76,100000,0.69,100000,0.69
DC0789,39.586,-75.958,5.82,131300,150000,0.66,100000,0.59,100000,0.59
DC0790,39.376,-79.425,6.34,140600,150000,0.7,100000,0.63,100000,0.63
DC0791,39.391,-76.537,5.65,145700,150000,0.73,100000,0.66,100000,0.66
DC0792,39.469,-76.187,2.75,151100,150000,0.76,100000,0.68,100000,0.68
DC0793,38.07,-75.551,6.45,147700,150000,0.74,100000,0.66,100000,0.66
DC0794,39.34,-76.497,2.61,160200,150000,0.8,100000,0.72,100000,0.72
DC0795,38.4,-75.632,4.24,148600,150000,0.74,100000,0.67,100000,0.67
DC0796,39.121,-76.676,1.12,157700,150000,0.79,100000,0.71,100000,0.71
DC0797,39.445,-76.653,4.32,152800,150000,0.76,100000,0.69,100000,0.69
DC0798,38.82,-76.75,7.35,150900,150000,0.75,100000,0.68,100000,0.68
DC0799,38.592,-76.803,4.61,152500,150000,0.76,100000,0.69,100000,0.69
DC0800,39.555,-76.987,0.96,148200,150000,0.74,100000,0.67,100000,0.67
DC0801,39.594,-77.802,1.29,135600,150000,0.68,100000,0.61,100000,0.61
DC0802,44.352,-69.692,3.64,219100,150000,1.1,100000,0.99,100000,0.99
DC0803,44.85,-68.862,1.09,238500,150000,1.19,100000,1.07,100000,1.07
DC0804,43.914,-69.967,6.23,224600,150000,1.12,100000,1.01,100000,1.01
DC0805,46.909,-68.007,7.25,218600,150000,1.09,100000,0.98,100000,0.98
DC0806,44.166,-69.719,3.78,226100,150000,1.13,100000,1.02,100000,1.02
DC0807,44.094,-70.158,7.22,232000,150000,1.16,100000,1.04,100000,1.04
DC0808,43.689,-70.272,4.85,226100,150000,1.13,100000,1.02,100000,1.02
DC0809,43.415,-70.736,7.42,222300,150000,1.11,100000,1,100000,1
DC0810,43.63,-70.281,7.32,238200,150000,1.19,100000,1.07,100000,1.07
DC0811,43.316,-70.646,1.91,226400,150000,1.13,100000,1.02,100000,1.02
DC0812,43.702,-70.344,6.75,218100,150000,1.09,100000,0.98,100000,0.98
DC0813,44.315,-69.957,0.75,223800,150000,1.12,100000,1.01,100000,1.01
DC0814,41.885,-84.059,1.25,134400,150000,0.67,100000,0.6,100000,0.6
DC0815,42.243,-83.219,4.22,130000,150000,0.65,100000,0.59,100000,0.59
DC0816,42.248,-83.826,7.26,133500,150000,0.67,100000,0.6,100000,0.6
DC0817,42.274,-85.21,7.94,111600,150000,0.56,100000,0.5,100000,0.5
DC0818,43.594,-83.974,6.68,139200,150000,0.7,100000,0.63,100000,0.63
DC0819,42.189,-83.486,2.54,125200,150000,0.63,100000,0.56,100000,0.56
DC0820,42.119,-86.358,2.04,121600,150000,0.61,100000,0.55,100000,0.55
DC0821,43.683,-85.499,3.81,125300,150000,0.63,100000,0.56,100000,0.56
DC0822,43.257,-83.784,6.76,139600,150000,0.7,100000,0.63,100000,0.63
DC0823,42.581,-83.304,6.54,125500,150000,0.63,100000,0.56,100000,0.56
DC0824,42.509,-83.773,2.66,133900,150000,0.67,100000,0.6,100000,0.6
DC0825,42.205,-83.16,2.17,121200,150000,0.61,100000,0.55,100000,0.55
DC0826,42.805,-85.746,3.21,124100,150000,0.62,100000,0.56,100000,0.56
DC0827,42.337,-83.496,4.35,122100,150000,0.61,100000,0.55,100000,0.55
DC0828,42.068,-84.344,1.61,133300,150000,0.67,100000,0.6,100000,0.6
DC0829,42.557,-82.918,7.96,118900,150000,0.59,100000,0.54,100000,0.54
DC0830,41.933,-85.065,6.70,113600,150000,0.57,100000,0.51,100000,0.51
DC0831,42.551,-83.475,4.68,130000,150000,0.65,100000,0.59,100000,0.59
DC0832,42.338,-83.176,3.06,125300,150000,0.63,100000,0.56,100000,0.56
DC0833,42.378,-83.106,1.95,120500,150000,0.6,100000,0.54,100000,0.54
DC0834,42.652,-84.658,2.84,137400,150000,0.69,100000,0.62,100000,0.62
DC0835,42.464,-83.406,3.93,120500,150000,0.6,100000,0.54,100000,0.54
DC0836,42.458,-83.138,5.50,126500,150000,0.63,100000,0.57,100000,0.57
DC0837,42.975,-83.752,2.21,139900,150000,0.7,100000,0.63,100000,0.63
DC0838,43.103,-82.497,7.45,124500,150000,0.62,100000,0.56,100000,0.56
DC0839,43.469,-85.91,7.35,125300,150000,0.63,100000,0.56,100000,0.56
DC0840,42.291,-85.386,6.25,114600,150000,0.57,100000,0.52,100000,0.52
DC0841,44.986,-84.627,7.98,128800,150000,0.64,100000,0.58,100000,0.58
DC0842,43.004,-85.633,3.69,123400,150000,0.62,100000,0.56,100000,0.56
DC0843,42.962,-85.659,1.13,123000,150000,0.62,100000,0.55,100000,0.55
DC0844,42.874,-85.777,0.23,127100,150000,0.64,100000,0.57,100000,0.57
DC0845,42.436,-82.934,3.59,123900,150000,0.62,100000,0.56,100000,0.56
DC0846,42.857,-86.114,6.85,118100,150000,0.59,100000,0.53,100000,0.53
DC0847,42.566,-83.911,5.57,138900,150000,0.69,100000,0.63,100000,0.63
DC0848,42.848,-85.869,4.25,127400,150000,0.64,100000,0.57,100000,0.57
DC0849,42.315,-84.375,7.89,134000,150000,0.67,100000,0.6,100000,0.6
DC0850,42.296,-85.664,2.12,112400,150000,0.56,100000,0.51,100000,0.51
DC0851,42.885,-85.551,5.47,127600,150000,0.64,100000,0.57,100000,0.57
DC0852,42.704,-84.533,2.31,128400,150000,0.64,100000,0.58,100000,0.58
DC0853,43.022,-83.379,3.43,134400,150000,0.67,100000,0.6,100000,0.6
DC0854,42.369,-83.368,5.96,126400,150000,0.63,100000,0.57,100000,0.57
DC0855,43.982,-86.399,0.83,123100,150000,0.62,100000,0.55,100000,0.55
DC0856,42.505,-83.106,5.41,121400,150000,0.61,100000,0.55,100000,0.55
DC0857,46.548,-87.396,4.36,115300,150000,0.58,100000,0.52,100000,0.52
DC0858,45.218,-87.578,7.88,118300,150000,0.59,100000,0.53,100000,0.53
DC0859,43.593,-84.333,5.17,136700,150000,0.68,100000,0.62,100000,0.62
DC0860,41.948,-83.4,2.48,129500,150000,0.65,100000,0.58,100000,0.58
DC0861,43.615,-84.794,1.13,125000,150000,0.63,100000,0.56,100000,0.56
DC0862,43.242,-86.254,4.70,124600,150000,0.62,100000,0.56,100000,0.56
DC0863,42.688,-82.832,1.92,124600,150000,0.62,100000,0.56,100000,0.56
DC0864,42.506,-83.619,3.66,131700,150000,0.66,100000,0.59,100000,0.59
DC0865,41.991,-83.283,6.03,127800,150000,0.64,100000,0.58,100000,0.58
DC0866,41.818,-86.216,0.08,113500,150000,0.57,100000,0.51,100000,0.51
DC0867,42.476,-83.518,3.56,125400,150000,0.63,100000,0.56,100000,0.56
DC0868,42.461,-83.181,2.69,130000,150000,0.65,100000,0.59,100000,0.59
DC0869,45.354,-84.878,2.21,122500,150000,0.61,100000,0.55,100000,0.55
DC0870,42.181,-85.572,5.39,107100,150000,0.54,100000,0.48,100000,0.48
DC0871,42.668,-83.133,4.45,126400,150000,0.63,100000,0.57,100000,0.57
DC0872,43.416,-83.869,0.43,136300,150000,0.68,100000,0.61,100000,0.61
DC0873,43.001,-84.559,6.35,139500,150000,0.7,100000,0.63,100000,0.63
DC0874,42.497,-83.288,7.04,126200,150000,0.63,100000,0.57,100000,0.57
DC0875,42.202,-83.197,0.75,120600,150000,0.6,100000,0.54,100000,0.54
DC0876,42.874,-82.54,5.54,125000,150000,0.63,100000,0.56,100000,0.56
DC0877,42.567,-83.068,6.03,126600,150000,0.63,100000,0.57,100000,0.57
DC0878,41.81,-85.458,6.77,113100,150000,0.57,100000,0.51,100000,0.51
DC0879,42.216,-83.272,7.79,125600,150000,0.63,100000,0.57,100000,0.57
DC0880,44.825,-85.664,7.14,121100,150000,0.61,100000,0.54,100000,0.54
DC0881,42.55,-83.111,6.47,130100,150000,0.65,100000,0.59,100000,0.59
DC0882,42.465,-83.004,4.83,123500,150000,0.62,100000,0.56,100000,0.56
DC0883,42.642,-83.347,5.27,130800,150000,0.65,100000,0.59,100000,0.59
DC0884,44.292,-84.228,7.10,125000,150000,0.63,100000,0.56,100000,0.56
DC0885,42.336,-83.384,2.24,125300,150000,0.63,100000,0.56,100000,0.56
DC0886,42.649,-83.475,5.07,120300,150000,0.6,100000,0.54,100000,0.54
DC0887,42.516,-83.539,1.17,124800,150000,0.62,100000,0.56,100000,0.56
DC0888,42.135,-83.229,4.03,124200,150000,0.62,100000,0.56,100000,0.56
DC0889,42.895,-85.69,6.68,124800,150000,0.62,100000,0.56,100000,0.56
DC0890,42.197,-83.614,0.59,121400,150000,0.61,100000,0.55,100000,0.55
DC0891,43.626,-93.379,1.80,139300,150000,0.7,100000,0.63,100000,0.63
DC0892,45.817,-95.357,0.43,141400,150000,0.71,100000,0.64,100000,0.64
DC0893,44.824,-93.374,1.11,140800,150000,0.7,100000,0.63,100000,0.63
DC0894,45.055,-93.3,2.23,148500,150000,0.74,100000,0.67,100000,0.67
DC0895,46.758,-92.577,3.91,151000,150000,0.76,100000,0.68,100000,0.68
DC0896,45.191,-93.301,4.45,146700,150000,0.73,100000,0.66,100000,0.66
DC0897,45.03,-93.817,3.19,144800,150000,0.72,100000,0.65,100000,0.65
DC0898,46.823,-92.225,0.17,153000,150000,0.77,100000,0.69,100000,0.69
DC0899,44.849,-93.153,3.11,144500,150000,0.72,100000,0.65,100000,0.65
DC0900,44.865,-93.41,3.04,146400,150000,0.73,100000,0.66,100000,0.66
DC0901,45.338,-93.569,1.55,151200,150000,0.76,100000,0.68,100000,0.68
DC0902,44.314,-93.299,4.97,140200,150000,0.7,100000,0.63,100000,0.63
DC0903,46.276,-96.112,7.25,138100,150000,0.69,100000,0.62,100000,0.62
DC0904,45.094,-93.264,4.03,147900,150000,0.74,100000,0.67,100000,0.67
DC0905,47.123,-93.472,0.90,152200,150000,0.76,100000,0.68,100000,0.68
DC0906,47.333,-92.931,6.23,152300,150000,0.76,100000,0.69,100000,0.69
DC0907,44.902,-93.43,6.77,145100,150000,0.73,100000,0.65,100000,0.65
DC0908,44.635,-93.279,2.73,142300,150000,0.71,100000,0.64,100000,0.64
DC0909,44.122,-93.967,4.36,146100,150000,0.73,100000,0.66,100000,0.66
DC0910,45.126,-93.451,3.89,147400,150000,0.74,100000,0.66,100000,0.66
DC0911,44.442,-95.772,5.48,139400,150000,0.7,100000,0.63,100000,0.63
DC0912,44.976,-93.27,1.95,144800,150000,0.72,100000,0.65,100000,0.65
DC0913,44.089,-93.218,7.88,146200,150000,0.73,100000,0.66,100000,0.66
DC0914,44.033,-96.365,7.12,146200,150000,0.73,100000,0.66,100000,0.66
DC0915,44.993,-93.496,6.41,146400,150000,0.73,100000,0.66,100000,0.66
DC0916,43.973,-92.52,6.28,147400,150000,0.74,100000,0.66,100000,0.66
DC0917,45.077,-93.202,7.94,144400,150000,0.72,100000,0.65,100000,0.65
DC0918,45.661,-94.07,4.49,147100,150000,0.74,100000,0.66,100000,0.66
DC0919,44.74,-93.521,1.34,150100,150000,0.75,100000,0.68,100000,0.68
DC0920,45.571,-94.194,0.51,137900,150000,0.69,100000,0.62,100000,0.62
DC0921,44.979,-93.186,7.69,142900,150000,0.71,100000,0.64,100000,0.64
DC0922,46.44,-95.121,2.68,145200,150000,0.73,100000,0.65,100000,0.65
DC0923,38.432,-90.403,7.75,133200,150000,0.67,100000,0.6,100000,0.6
DC0924,38.605,-90.559,4.61,138800,150000,0.69,100000,0.62,100000,0.62
DC0925,39.023,-94.305,3.78,139200,150000,0.7,100000,0.63,100000,0.63
DC0926,38.767,-90.441,3.63,135800,150000,0.68,100000,0.61,100000,0.61
DC0927,37.307,-89.525,7.71,133600,150000,0.67,100000,0.6,100000,0.6
DC0928,37.198,-94.295,5.58,126100,150000,0.63,100000,0.57,100000,0.57
DC0929,38.63,-90.696,1.52,141500,150000,0.71,100000,0.64,100000,0.64
DC0930,39.804,-93.541,0.20,141000,150000,0.71,100000,0.63,100000,0.63
DC0931,38.952,-92.333,2.05,132000,150000,0.66,100000,0.59,100000,0.59
DC0932,37.766,-90.413,5.89,134100,150000,0.67,100000,0.6,100000,0.6
DC0933,38.495,-90.46,4.23,132900,150000,0.66,100000,0.6,100000,0.6
DC0934,38.126,-90.394,3.20,133300,150000,0.67,100000,0.6,100000,0.6
DC0935,38.846,-91.949,5.92,136300,150000,0.68,100000,0.61,100000,0.61
DC0936,38.89,-94.532,1.66,148100,150000,0.74,100000,0.67,100000,0.67
DC0937,39.705,-91.424,7.80,131500,150000,0.66,100000,0.59,100000,0.59
DC0938,38.789,-90.403,1.45,139300,150000,0.7,100000,0.63,100000,0.63
DC0939,36.588,-93.198,6.49,121000,150000,0.61,100000,0.54,100000,0.54
DC0940,39.061,-94.408,2.23,136900,150000,0.68,100000,0.62,100000,0.62
DC0941,38.569,-92.243,7.22,130400,150000,0.65,100000,0.59,100000,0.59
DC0942,37.09,-94.51,2.43,118000,150000,0.59,100000,0.53,100000,0.53
DC0943,39.104,-94.6,0.14,136200,150000,0.68,100000,0.61,100000,0.61
DC0944,39.105,-94.539,3.26,134500,150000,0.67,100000,0.61,100000,0.61
DC0945,38.579,-90.422,7.52,136800,150000,0.68,100000,0.62,100000,0.62
DC0946,37.736,-92.659,6.31,131700,150000,0.66,100000,0.59,100000,0.59
DC0947,38.853,-94.408,4.29,147800,150000,0.74,100000,0.67,100000,0.67
DC0948,38.912,-94.414,4.31,140700,150000,0.7,100000,0.63,100000,0.63
DC0949,39.154,-93.845,0.55,142800,150000,0.71,100000,0.64,100000,0.64
DC0950,39.259,-94.377,3.02,141200,150000,0.71,100000,0.64,100000,0.64
DC0951,38.613,-90.321,7.56,135200,150000,0.68,100000,0.61,100000,0.61
DC0952,39.42,-92.421,4.23,136900,150000,0.68,100000,0.62,100000,0.62
DC0953,36.911,-93.927,5.22,131600,150000,0.66,100000,0.59,100000,0.59
DC0954,36.852,-94.377,2.92,124400,150000,0.62,100000,0.56,100000,0.56
DC0955,38.128,-92.669,1.01,125200,150000,0.63,100000,0.56,100000,0.56
DC0956,36.976,-93.198,0.79,131600,150000,0.66,100000,0.59,100000,0.59
DC0957,36.997,-90.112,5.45,131200,150000,0.66,100000,0.59,100000,0.59
DC0958,38.798,-94.459,7.26,146900,150000,0.73,100000,0.66,100000,0.66
DC0959,37.138,-93.521,0.44,123200,150000,0.62,100000,0.55,100000,0.55
DC0960,37.839,-91.715,0.05,122800,150000,0.61,100000,0.55,100000,0.55
DC0961,38.841,-90.469,1.87,134200,150000,0.67,100000,0.6,100000,0.6
DC0962,37.999,-91.616,0.53,129700,150000,0.65,100000,0.58,100000,0.58
DC0963,39.728,-94.8,3.76,145300,150000,0.73,100000,0.65,100000,0.65
DC0964,38.564,-90.248,1.06,137400,150000,0.69,100000,0.62,100000,0.62
DC0965,38.788,-90.63,2.68,141100,150000,0.71,100000,0.63,100000,0.63
DC0966,37.822,-92.116,5.26,120400,150000,0.6,100000,0.54,100000,0.54
DC0967,37.588,-91.405,5.97,138700,150000,0.69,100000,0.62,100000,0.62
DC0968,37.189,-89.493,4.17,132600,150000,0.66,100000,0.6,100000,0.6
DC0969,38.651,-93.218,7.40,139000,150000,0.7,100000,0.63,100000,0.63
DC0970,36.91,-89.588,4.37,132800,150000,0.66,100000,0.6,100000,0.6
DC0971,37.183,-93.259,3.20,125700,150000,0.63,100000,0.57,100000,0.57
DC0972,39.79,-94.802,4.72,142800,150000,0.71,100000,0.64,100000,0.64
DC0973,38.616,-90.229,5.91,135700,150000,0.68,100000,0.61,100000,0.61
DC0974,38.626,-90.197,4.83,134900,150000,0.67,100000,0.61,100000,0.61
DC0975,38.651,-90.261,0.08,133200,150000,0.67,100000,0.6,100000,0.6
DC0976,38.186,-91.02,5.05,141200,150000,0.71,100000,0.64,100000,0.64
DC0977,38.45,-90.877,4.67,128800,150000,0.64,100000,0.58,100000,0.58
DC0978,38.72,-93.703,0.10,142100,150000,0.71,100000,0.64,100000,0.64
DC0979,38.543,-91.04,3.26,129800,150000,0.65,100000,0.58,100000,0.58
DC0980,38.807,-90.858,6.54,135700,150000,0.68,100000,0.61,100000,0.61
DC0981,34.309,-89.981,3.66,108000,150000,0.54,100000,0.49,100000,0.49
DC0982,30.501,-88.961,2.47,130100,150000,0.65,100000,0.59,100000,0.59
DC0983,31.581,-90.639,7.54,130800,150000,0.65,100000,0.59,100000,0.59
DC0984,34.203,-90.571,5.81,112800,150000,0.56,100000,0.51,100000,0.51
DC0985,33.496,-88.383,3.96,124500,150000,0.62,100000,0.56,100000,0.56
DC0986,34.899,-88.595,0.62,106800,150000,0.53,100000,0.48,100000,0.48
DC0987,30.443,-88.894,5.60,134000,150000,0.67,100000,0.6,100000,0.6
DC0988,32.322,-90.103,0.33,132200,150000,0.66,100000,0.59,100000,0.59
DC0989,30.417,-88.643,2.26,125800,150000,0.63,100000,0.57,100000,0.57
DC0990,33.366,-91.078,1.96,127000,150000,0.64,100000,0.57,100000,0.57
